Transaction_ID,Timestamp,Customer_ID,Customer_Phone,City,Channel,Transaction_Type,Amount_CFA,Fee_Rate,Fee_CFA,Discount_Applied,Promo_Code,Merchant_ID,Merchant_Category,Agent_ID,KYC_Level,Status,Reversed,FRAUD_Score,Device_OS,Balance_Before_CFA,Balance_After_CFA
TXN0609,2025-11-09 13:36:30,C10230,221470168733,Dakar,USSD,P2P,75000,0.0,0,TRUE,NEWUSER,M0000,None,,LEVEL_2,SUCCESS,FALSE,0.0,Android,118864,43864
TXN0383,2025-11-09 13:55:42,C10234,221168784991,Pikine,Agent,P2P,1000,0.01,10,FALSE,,M0000,None,A6922,LEVEL_1,SUCCESS,FALSE,0.0,Android,116746,115736
TXN0038,2025-11-09 16:03:22,C10030,221260647468,Guédiawaye,App,CASH_IN,75000,0.0,0,FALSE,,M0000,None,A7179,LEVEL_2,SUCCESS,FALSE,0.0,Android,169318,244318
TXN0049,2025-11-09 18:41:06,C10113,221755886753,Pikine,Agent,P2P,10000,0.015,150,FALSE,,M0000,None,A7016,LEVEL_2,SUCCESS,FALSE,0.15,Android,97074,86924
TXN0354,2025-11-09 19:36:10,C10250,221219933083,Mbour,App,CASH_IN,5000,0.0,0,FALSE,,M0000,None,A5916,LEVEL_2,SUCCESS,FALSE,0.11,Android,151600,156600
TXN0124,2025-11-09 21:09:04,C10034,221939909169,Touba,App,CASH_IN,5000,0.0,0,TRUE,ZEROFEES,M0000,None,A231,LEVEL_2,SUCCESS,FALSE,0.01,Android,23451,28451
TXN0958,2025-11-09 21:35:41,C10082,221549480831,Touba,Agent,AIRTIME,1000,0.01,10,FALSE,,M0000,None,A5228,LEVEL_2,SUCCESS,FALSE,0.16,Android,183278,182268
TXN0569,2025-11-09 23:19:29,C10093,221993867749,Saint-Louis,Agent,P2P,2000,0.01,20,FALSE,,M0000,None,A3641,LEVEL_2,SUCCESS,FALSE,0.0,Android,162849,160829
TXN0393,2025-11-10 02:25:44,C10102,221027874296,Guédiawaye,App,CASH_OUT,100000,0.015,1500,FALSE,,M0000,None,A1479,LEVEL_2,FAILED,FALSE,0.19,Android,38255,38255
TXN0797,2025-11-10 02:38:38,C10080,221314737996,Guédiawaye,Agent,CASH_IN,20000,0.0,0,FALSE,,M0000,None,A2820,LEVEL_1,SUCCESS,FALSE,0.12,Android,185578,205578
TXN0894,2025-11-10 02:43:22,C10164,221516060715,Kaolack,App,CASH_IN,50000,0.0,0,FALSE,,M0000,None,A7954,LEVEL_1,SUCCESS,FALSE,0.21,Android,117107,167107
TXN0319,2025-11-10 03:16:09,C10094,221649909133,Mbour,Agent,CASH_IN,50000,0.0,0,FALSE,,M0000,None,A2894,LEVEL_2,SUCCESS,FALSE,0.15,iOS,67440,117440
TXN0915,2025-11-10 03:56:13,C10170,221212779979,Saint-Louis,Agent,CASH_OUT,75000,0.015,1125,FALSE,,M0000,None,A5249,LEVEL_2,SUCCESS,FALSE,0.11,Android,190442,114317
TXN0822,2025-11-10 03:58:01,C10244,221838578652,Saint-Louis,App,CASH_OUT,75000,0.005,375,FALSE,,M0000,None,A2645,LEVEL_2,FAILED,FALSE,0.23,Android,7895,7895
TXN0790,2025-11-10 07:20:08,C10126,221409097439,Saint-Louis,USSD,CASH_IN,20000,0.0,0,TRUE,WEEKEND,M0000,None,A6319,LEVEL_2,SUCCESS,FALSE,0.0,Android,1790,21790
TXN0773,2025-11-10 10:40:52,C10138,221064317139,Ziguinchor,App,P2P,10000,0.015,150,FALSE,,M0000,None,,LEVEL_2,FAILED,FALSE,0.17,Android,2997,2997
TXN0907,2025-11-10 11:24:43,C10243,221263689702,Kaolack,USSD,AIRTIME,10000,0.0,0,FALSE,,M0000,None,,LEVEL_1,SUCCESS,FALSE,0.01,Android,120481,110481
TXN0241,2025-11-10 14:12:51,C10153,221983273158,Thiès,App,BILL_PAY,20000,0.003,60,FALSE,,M7116,Fashion,,LEVEL_1,FAILED,FALSE,0.06,iOS,238986,238986
TXN0329,2025-11-10 14:57:34,C10159,221014767976,Saint-Louis,Agent,BANK_TRANSFER,50000,0.01,500,TRUE,WAVE10,M0000,None,A2445,LEVEL_2,SUCCESS,FALSE,0.17,Android,178935,128435
TXN0901,2025-11-10 17:08:39,C10235,221216558523,Mbour,USSD,CASH_OUT,20000,0.015,300,FALSE,,M0000,None,A9078,LEVEL_1,SUCCESS,FALSE,0.15,FeaturePhone,127023,106723
TXN0911,2025-11-10 17:56:47,C10224,221784473647,Guédiawaye,USSD,CASH_OUT,15000,0.015,225,TRUE,PAYBILL5,M0000,None,A498,LEVEL_3,SUCCESS,FALSE,0.1,iOS,128389,113164
TXN0943,2025-11-10 18:11:13,C10194,221103697117,Dakar,App,CASH_IN,5000,0.0,0,FALSE,,M0000,None,A5938,LEVEL_1,FAILED,FALSE,0.17,Android,10359,10359
TXN0889,2025-11-10 21:42:01,C10148,221611836736,Pikine,App,MERCHANT_PAY,15000,0.005,75,FALSE,,M0654,Education,,LEVEL_1,SUCCESS,FALSE,0.17,iOS,68367,53292
TXN0232,2025-11-10 22:06:45,C10009,221928327648,Touba,USSD,CASH_IN,50000,0.0,0,TRUE,ZEROFEES,M0000,None,A1162,LEVEL_2,SUCCESS,FALSE,0.14,iOS,25352,75352
TXN0763,2025-11-11 00:16:09,C10068,221467065627,Touba,App,P2P,30000,0.01,300,FALSE,,M0000,None,,LEVEL_1,FAILED,FALSE,0.32,Web,133837,133837
TXN0750,2025-11-11 02:02:21,C10239,221879470551,Mbour,App,BILL_PAY,2500,0.005,12,FALSE,,M4030,Transport,,LEVEL_2,SUCCESS,FALSE,0.01,FeaturePhone,206362,203850
TXN0489,2025-11-11 03:47:25,C10006,221816184959,Guédiawaye,App,BILL_PAY,15000,0.003,45,FALSE,,M6101,Transport,,LEVEL_1,FAILED,FALSE,0.25,FeaturePhone,66584,66584
TXN0519,2025-11-11 05:14:34,C10183,221880592962,Mbour,Agent,AIRTIME,1000,0.01,10,FALSE,,M0000,None,A6367,LEVEL_2,SUCCESS,FALSE,0.13,Android,380238,379228
TXN0081,2025-11-11 05:27:40,C10206,221796275705,Guédiawaye,App,P2P,5000,0.01,50,FALSE,,M0000,None,,LEVEL_2,SUCCESS,FALSE,0.1,Android,143562,138512
TXN0116,2025-11-11 06:24:16,C10002,221960013389,Mbour,Web,BANK_TRANSFER,75000,0.01,750,FALSE,,M0000,None,,LEVEL_2,FAILED,FALSE,0.19,Web,61036,61036
TXN0515,2025-11-11 07:31:32,C10100,221877190659,Thiès,App,CASH_OUT,20000,0.005,100,FALSE,,M0000,None,A3909,LEVEL_0,SUCCESS,TRUE,0.07,Android,126069,126069
TXN0289,2025-11-11 07:50:57,C10104,221567468071,Pikine,App,CASH_OUT,40000,0.015,600,FALSE,,M0000,None,A3993,LEVEL_2,SUCCESS,FALSE,0.14,Android,198517,157917
TXN0587,2025-11-11 08:09:30,C10180,221914865281,Mbour,USSD,P2P,3000,0.005,15,TRUE,PAYBILL5,M0000,None,,LEVEL_2,SUCCESS,FALSE,0.08,iOS,118907,115892
TXN0897,2025-11-11 09:27:58,C10217,221786691251,Thiès,USSD,BANK_TRANSFER,10000,0.005,50,FALSE,,M0000,None,,LEVEL_1,SUCCESS,FALSE,0.11,Android,65800,55750
TXN0213,2025-11-11 10:10:14,C10068,221467065627,Touba,App,MERCHANT_PAY,5000,0.01,50,FALSE,,M2072,Transport,,LEVEL_3,SUCCESS,FALSE,0.2,Android,138887,133837
TXN0416,2025-11-11 15:09:38,C10215,221132370589,Saint-Louis,App,P2P,20000,0.015,300,FALSE,,M0000,None,,LEVEL_2,SUCCESS,TRUE,0.06,iOS,223998,223998
TXN0324,2025-11-11 15:46:10,C10030,221260647468,Ziguinchor,USSD,CASH_OUT,30000,0.015,450,FALSE,,M0000,None,A5313,LEVEL_0,SUCCESS,FALSE,0.29,Android,382718,352268
TXN0672,2025-11-11 17:43:55,C10191,221051522047,Pikine,App,AIRTIME,10000,0.005,50,FALSE,,M0000,None,,LEVEL_1,FAILED,FALSE,0.0,Android,153677,153677
TXN0705,2025-11-11 18:52:05,C10179,221251925462,Ziguinchor,App,BANK_TRANSFER,75000,0.01,750,FALSE,,M0000,None,,LEVEL_2,SUCCESS,FALSE,0.0,Android,140794,65044
TXN0132,2025-11-12 01:19:21,C10214,221884422583,Touba,USSD,P2P,2000,0.01,20,FALSE,,M0000,None,,LEVEL_1,SUCCESS,FALSE,0.13,Android,86014,83994
TXN0850,2025-11-12 02:43:13,C10121,221692221969,Guédiawaye,Agent,P2P,3000,0.005,15,FALSE,,M0000,None,A9406,LEVEL_3,SUCCESS,FALSE,0.08,iOS,16710,13695
TXN0305,2025-11-12 03:55:44,C10155,221809402445,Guédiawaye,Agent,MERCHANT_PAY,3000,0.005,15,FALSE,,M3870,Electronics,A2963,LEVEL_2,SUCCESS,FALSE,0.12,Android,202581,199566
TXN0855,2025-11-12 05:45:33,C10137,221377351585,Guédiawaye,Agent,BILL_PAY,10000,0.0,0,FALSE,,M7061,Utilities,A7631,LEVEL_1,SUCCESS,FALSE,0.23,FeaturePhone,132951,122951
TXN0159,2025-11-12 08:10:50,C10099,221947174648,Thiès,App,P2P,10000,0.015,150,FALSE,,M0000,None,,LEVEL_3,SUCCESS,FALSE,0.02,FeaturePhone,88371,78221
TXN0424,2025-11-12 09:29:20,C10190,221068536153,Ziguinchor,App,P2P,8000,0.01,80,FALSE,,M0000,None,,LEVEL_1,SUCCESS,FALSE,0.2,Android,165850,157770
TXN0659,2025-11-12 11:09:13,C10047,221073375433,Saint-Louis,App,P2P,10000,0.0,0,TRUE,NEWUSER,M0000,None,,LEVEL_1,SUCCESS,TRUE,0.14,Android,23821,23821
TXN0512,2025-11-12 11:13:48,C10182,221733221418,Guédiawaye,App,MERCHANT_PAY,30000,0.01,300,FALSE,,M7172,Transport,,LEVEL_2,SUCCESS,FALSE,0.12,Android,202842,172542
TXN0924,2025-11-12 12:37:05,C10041,221740164005,Ziguinchor,App,CASH_OUT,40000,0.01,400,FALSE,,M0000,None,A4665,LEVEL_1,SUCCESS,FALSE,0.06,iOS,277709,237309
TXN0792,2025-11-12 12:39:51,C10133,221098593174,Guédiawaye,App,CASH_IN,5000,0.0,0,FALSE,,M0000,None,A1714,LEVEL_1,SUCCESS,FALSE,0.14,Android,30884,35884
TXN0070,2025-11-12 12:44:48,C10059,221676320163,Mbour,App,AIRTIME,3000,0.005,15,FALSE,,M0000,None,,LEVEL_0,SUCCESS,FALSE,0.07,Android,245526,242511
TXN0548,2025-11-12 13:34:37,C10075,221419049663,Pikine,App,CASH_IN,10000,0.0,0,FALSE,,M0000,None,A2088,LEVEL_2,SUCCESS,FALSE,0.1,Android,150571,160571
TXN0755,2025-11-12 13:52:41,C10046,221025634216,Ziguinchor,Web,MERCHANT_PAY,15000,0.01,150,TRUE,PAYBILL5,M8015,Fashion,,LEVEL_1,SUCCESS,TRUE,0.09,Web,137905,137905
TXN0811,2025-11-12 15:17:27,C10204,221758416169,Rufisque,USSD,BANK_TRANSFER,50000,0.015,750,FALSE,,M0000,None,,LEVEL_2,FAILED,FALSE,0.11,Android,10154,10154
TXN0709,2025-11-12 18:47:27,C10128,221709521456,Rufisque,App,CASH_OUT,25000,0.01,250,FALSE,,M0000,None,A5864,LEVEL_0,SUCCESS,FALSE,0.0,FeaturePhone,253541,228291
TXN0179,2025-11-12 19:43:45,C10170,221212779979,Rufisque,App,CASH_IN,150000,0.0,0,FALSE,,M0000,None,A2642,LEVEL_1,SUCCESS,FALSE,0.22,iOS,125352,275352
TXN0648,2025-11-12 19:49:42,C10162,221343244510,Touba,Agent,BILL_PAY,7500,0.003,22,FALSE,,M1529,Grocery,A7167,LEVEL_2,SUCCESS,FALSE,0.12,Android,214978,207456
TXN0925,2025-11-12 22:13:25,C10102,221027874296,Rufisque,Web,CASH_OUT,15000,0.015,225,FALSE,,M0000,None,A7684,LEVEL_2,SUCCESS,FALSE,0.27,Web,43080,27855
TXN0931,2025-11-12 22:47:10,C10220,221535841438,Rufisque,Agent,P2P,20000,0.015,300,FALSE,,M0000,None,A4628,LEVEL_2,FAILED,FALSE,0.08,Android,1444,1444
TXN0748,2025-11-12 23:28:54,C10114,221396360576,Kaolack,App,P2P,75000,0.005,375,FALSE,,M0000,None,,LEVEL_1,SUCCESS,FALSE,0.18,Android,130027,54652
TXN0912,2025-11-13 00:16:47,C10207,221964016582,Thiès,Agent,P2P,3000,0.005,15,FALSE,,M0000,None,A9888,LEVEL_2,SUCCESS,FALSE,0.14,Android,182411,179396
TXN0242,2025-11-13 00:52:47,C10223,221109439690,Rufisque,Agent,BILL_PAY,30000,0.0,0,FALSE,,M0675,Education,A8847,LEVEL_3,SUCCESS,FALSE,0.11,iOS,128143,98143
TXN0452,2025-11-13 01:38:21,C10095,221412328120,Touba,App,CASH_OUT,30000,0.01,300,FALSE,,M0000,None,A459,LEVEL_1,SUCCESS,FALSE,0.2,Android,233226,202926
TXN0665,2025-11-13 02:54:45,C10216,221578291146,Saint-Louis,Agent,P2P,3000,0.005,15,FALSE,,M0000,None,A7139,LEVEL_1,SUCCESS,FALSE,0.06,FeaturePhone,236404,233389
TXN0271,2025-11-13 04:20:05,C10178,221515186449,Thiès,App,CASH_IN,5000,0.0,0,TRUE,WEEKEND,M0000,None,A1437,LEVEL_1,SUCCESS,FALSE,0.24,Android,143978,148978
TXN0718,2025-11-13 05:09:27,C10169,221523124329,Pikine,App,AIRTIME,3000,0.0,0,FALSE,,M0000,None,,LEVEL_1,SUCCESS,FALSE,0.13,iOS,9364,6364
TXN0344,2025-11-13 05:56:01,C10121,221692221969,Mbour,USSD,CASH_OUT,10000,0.005,50,FALSE,,M0000,None,A7502,LEVEL_1,SUCCESS,FALSE,0.08,iOS,36860,26810
TXN0570,2025-11-13 07:47:02,C10045,221586923226,Mbour,USSD,P2P,30000,0.01,300,FALSE,,M0000,None,,LEVEL_2,SUCCESS,FALSE,0.09,Android,241558,211258
TXN0112,2025-11-13 08:38:40,C10175,221978207151,Dakar,App,CASH_IN,150000,0.0,0,FALSE,,M0000,None,A5731,LEVEL_2,SUCCESS,FALSE,0.12,Web,97943,247943
TXN0639,2025-11-13 12:56:32,C10163,221762268388,Ziguinchor,USSD,CASH_OUT,20000,0.01,200,FALSE,,M0000,None,A2722,LEVEL_0,SUCCESS,FALSE,0.02,iOS,240551,220351
TXN0859,2025-11-13 16:41:07,C10139,221005329318,Saint-Louis,Web,P2P,5000,0.015,75,FALSE,,M0000,None,,LEVEL_1,SUCCESS,FALSE,0.13,Web,46549,41474
TXN0584,2025-11-13 16:56:33,C10084,221143634957,Kaolack,App,AIRTIME,1000,0.0,0,FALSE,,M0000,None,,LEVEL_2,SUCCESS,FALSE,0.3,Android,63898,62898
TXN0120,2025-11-13 18:07:53,C10190,221068536153,Thiès,USSD,CASH_OUT,30000,0.0,0,TRUE,NEWUSER,M0000,None,A5032,LEVEL_3,SUCCESS,FALSE,0.18,Web,197850,167850
TXN0974,2025-11-13 19:30:35,C10083,221367837770,Dakar,App,AIRTIME,3000,0.01,30,FALSE,,M0000,None,,LEVEL_2,SUCCESS,FALSE,0.07,Android,78961,75931
TXN0831,2025-11-13 19:33:01,C10038,221354278498,Touba,App,CASH_IN,30000,0.0,0,FALSE,,M0000,None,A2431,LEVEL_2,SUCCESS,FALSE,0.01,Android,107061,137061
TXN0090,2025-11-14 00:03:45,C10088,221343524082,Guédiawaye,Agent,BILL_PAY,7500,0.0,0,FALSE,,M5979,Restaurant,A6121,LEVEL_1,SUCCESS,FALSE,0.16,Android,19379,11879
TXN0939,2025-11-14 00:12:55,C10196,221095396218,Ziguinchor,App,AIRTIME,500,0.01,5,TRUE,WAVE10,M0000,None,,LEVEL_2,SUCCESS,TRUE,0.14,iOS,267112,267112
TXN0137,2025-11-14 00:26:56,C10124,221464743671,Ziguinchor,App,CASH_IN,75000,0.0,0,TRUE,WEEKEND,M0000,None,A9448,LEVEL_0,SUCCESS,FALSE,0.18,Android,245321,320321
TXN0267,2025-11-14 02:34:57,C10246,221348434437,Rufisque,App,MERCHANT_PAY,20000,0.01,200,FALSE,,M9962,Electronics,,LEVEL_0,SUCCESS,FALSE,0.25,Android,214028,193828
TXN0056,2025-11-14 03:22:47,C10226,221925556258,Thiès,App,AIRTIME,2500,0.0,0,FALSE,,M0000,None,,LEVEL_1,FAILED,FALSE,0.19,iOS,133791,133791
TXN0520,2025-11-14 05:45:09,C10086,221443135182,Guédiawaye,USSD,AIRTIME,10000,0.0,0,FALSE,,M0000,None,,LEVEL_1,SUCCESS,FALSE,0.18,FeaturePhone,17294,7294
TXN0904,2025-11-14 06:44:37,C10102,221027874296,Rufisque,USSD,P2P,5000,0.015,75,FALSE,,M0000,None,,LEVEL_2,SUCCESS,FALSE,0.22,Android,48155,43080
TXN0614,2025-11-14 07:17:36,C10236,221986800025,Pikine,App,CASH_IN,20000,0.0,0,FALSE,,M0000,None,A2362,LEVEL_2,SUCCESS,FALSE,0.03,FeaturePhone,18975,38975
TXN0583,2025-11-14 07:29:51,C10102,221027874296,Kaolack,Agent,AIRTIME,10000,0.01,100,FALSE,,M0000,None,A1947,LEVEL_1,SUCCESS,FALSE,0.17,Android,58255,48155
TXN0945,2025-11-14 10:26:27,C10160,221438156149,Thiès,USSD,AIRTIME,2000,0.01,20,FALSE,,M0000,None,,LEVEL_1,SUCCESS,FALSE,0.27,FeaturePhone,30779,28759
TXN0256,2025-11-14 11:09:40,C10111,221982146584,Guédiawaye,USSD,CASH_OUT,75000,0.015,1125,TRUE,NEWUSER,M0000,None,A2385,LEVEL_1,SUCCESS,FALSE,0.2,Android,101296,25171
TXN0772,2025-11-14 11:21:47,C10043,221128059826,Mbour,USSD,CASH_IN,150000,0.0,0,TRUE,WAVE10,M0000,None,A5110,LEVEL_1,SUCCESS,FALSE,0.2,Android,9777,159777
TXN0078,2025-11-14 13:09:48,C10200,221277221704,Touba,App,P2P,2000,0.015,30,FALSE,,M0000,None,,LEVEL_2,SUCCESS,FALSE,0.1,Android,20474,18444
TXN0189,2025-11-14 17:43:22,C10219,221680182422,Pikine,Agent,CASH_IN,30000,0.0,0,FALSE,,M0000,None,A5545,LEVEL_2,SUCCESS,FALSE,0.05,Android,178335,208335
TXN0953,2025-11-14 19:13:45,C10052,221835615951,Pikine,App,MERCHANT_PAY,5000,0.0,0,TRUE,WAVE10,M6339,Education,,LEVEL_1,SUCCESS,FALSE,0.02,Android,210986,205986
TXN0541,2025-11-14 19:34:27,C10007,221310341316,Touba,App,CASH_OUT,20000,0.01,200,FALSE,,M0000,None,A7786,LEVEL_3,SUCCESS,FALSE,0.19,iOS,180881,160681
TXN0501,2025-11-14 19:46:38,C10148,221611836736,Guédiawaye,App,MERCHANT_PAY,12000,0.005,60,FALSE,,M6975,Fashion,,LEVEL_2,SUCCESS,FALSE,0.19,iOS,80427,68367
TXN0118,2025-11-14 22:03:33,C10185,221794738347,Dakar,USSD,BANK_TRANSFER,150000,0.015,2250,TRUE,WEEKEND,M0000,None,,LEVEL_1,SUCCESS,FALSE,0.33,Android,216427,64177
TXN0617,2025-11-14 22:29:07,C10192,221277901043,Mbour,USSD,P2P,75000,0.015,1125,TRUE,WAVE10,M0000,None,,LEVEL_1,SUCCESS,FALSE,0.25,Android,200267,124142
TXN0045,2025-11-14 22:54:52,C10048,221036541458,Saint-Louis,Agent,CASH_OUT,50000,0.005,250,FALSE,,M0000,None,A6291,LEVEL_3,FAILED,FALSE,0.0,Web,306275,306275
TXN0828,2025-11-15 02:46:03,C10234,221168784991,Rufisque,Agent,P2P,2000,0.01,20,FALSE,,M0000,None,A8054,LEVEL_1,SUCCESS,FALSE,0.08,iOS,34561,32541
TXN0605,2025-11-15 04:21:54,C10241,221309728962,Touba,App,BANK_TRANSFER,100000,0.0,0,TRUE,ZEROFEES,M0000,None,,LEVEL_3,FAILED,FALSE,0.33,Android,80784,80784
TXN0182,2025-11-15 04:32:36,C10204,221758416169,Touba,Agent,P2P,75000,0.01,750,FALSE,,M0000,None,A9774,LEVEL_2,FAILED,FALSE,0.05,Android,16189,16189
TXN0123,2025-11-15 05:44:11,C10081,221507527354,Guédiawaye,Agent,CASH_IN,5000,0.0,0,TRUE,NEWUSER,M0000,None,A2763,LEVEL_2,SUCCESS,FALSE,0.23,Android,35179,40179
TXN0567,2025-11-15 05:46:57,C10138,221064317139,Rufisque,App,MERCHANT_PAY,5000,0.01,50,FALSE,,M8380,Transport,,LEVEL_3,FAILED,FALSE,0.0,iOS,2997,2997
TXN0868,2025-11-15 08:20:18,C10234,221168784991,Kaolack,App,CASH_IN,20000,0.0,0,TRUE,NEWUSER,M0000,None,A1510,LEVEL_2,SUCCESS,FALSE,0.15,Android,32541,52541
TXN0333,2025-11-15 09:44:15,C10056,221773872148,Touba,App,CASH_IN,75000,0.0,0,FALSE,,M0000,None,A3314,LEVEL_1,SUCCESS,FALSE,0.25,iOS,206559,281559
TXN0551,2025-11-15 11:54:12,C10192,221277901043,Dakar,USSD,P2P,50000,0.01,500,FALSE,,M0000,None,,LEVEL_3,SUCCESS,FALSE,0.13,Android,250767,200267
TXN0588,2025-11-15 12:41:31,C10110,221677378263,Dakar,USSD,P2P,8000,0.015,120,FALSE,,M0000,None,,LEVEL_0,SUCCESS,FALSE,0.05,Android,242109,233989
TXN0611,2025-11-15 13:34:38,C10082,221549480831,Guédiawaye,App,MERCHANT_PAY,2000,0.0,0,FALSE,,M4563,Transport,,LEVEL_2,SUCCESS,FALSE,0.17,Android,215578,213578
TXN0729,2025-11-15 14:18:21,C10224,221784473647,Touba,USSD,P2P,30000,0.01,300,FALSE,,M0000,None,,LEVEL_2,SUCCESS,FALSE,0.08,Android,158689,128389
TXN0556,2025-11-15 15:56:44,C10097,221713493618,Kaolack,USSD,P2P,20000,0.005,100,FALSE,,M0000,None,,LEVEL_0,FAILED,FALSE,0.09,Android,3692,3692
TXN0455,2025-11-15 19:09:16,C10222,221922995900,Saint-Louis,App,CASH_OUT,40000,0.01,400,FALSE,,M0000,None,A7260,LEVEL_2,SUCCESS,FALSE,0.08,Android,137643,97243
TXN0206,2025-11-15 20:28:20,C10122,221379237474,Dakar,App,CASH_IN,75000,0.0,0,FALSE,,M0000,None,A4916,LEVEL_3,SUCCESS,FALSE,0.04,FeaturePhone,132126,207126
TXN0106,2025-11-15 20:41:30,C10038,221354278498,Touba,USSD,MERCHANT_PAY,2000,0.005,10,FALSE,,M5634,Fashion,,LEVEL_3,SUCCESS,FALSE,0.15,FeaturePhone,140286,138276
TXN0733,2025-11-15 21:40:21,C10234,221168784991,Touba,App,CASH_OUT,75000,0.015,1125,FALSE,,M0000,None,A3521,LEVEL_2,SUCCESS,FALSE,0.15,Android,115686,39561
TXN0734,2025-11-15 21:41:57,C10098,221324210249,Pikine,Web,BANK_TRANSFER,150000,0.015,2250,FALSE,,M0000,None,,LEVEL_3,SUCCESS,FALSE,0.23,Web,162949,10699
TXN0767,2025-11-15 22:57:04,C10010,221350305641,Saint-Louis,USSD,CASH_OUT,20000,0.015,300,FALSE,,M0000,None,A8939,LEVEL_3,SUCCESS,FALSE,0.12,Android,163570,143270
TXN0412,2025-11-16 00:28:20,C10143,221681177589,Ziguinchor,App,P2P,8000,0.005,40,FALSE,,M0000,None,,LEVEL_1,SUCCESS,FALSE,0.03,Android,126545,118505
TXN0060,2025-11-16 00:43:38,C10236,221986800025,Kaolack,USSD,CASH_IN,20000,0.0,0,FALSE,,M0000,None,A9660,LEVEL_1,SUCCESS,FALSE,0.2,FeaturePhone,15135,35135
TXN0762,2025-11-16 01:49:49,C10025,221737631165,Touba,Agent,P2P,10000,0.01,100,FALSE,,M0000,None,A384,LEVEL_2,SUCCESS,FALSE,0.13,Android,52286,42186
TXN0856,2025-11-16 02:39:50,C10167,221696816453,Saint-Louis,App,CASH_OUT,40000,0.005,200,FALSE,,M0000,None,A4814,LEVEL_1,SUCCESS,FALSE,0.07,Android,95604,55404
TXN0649,2025-11-16 04:37:44,C10008,221475255341,Touba,USSD,AIRTIME,1500,0.005,8,FALSE,,M0000,None,,LEVEL_0,SUCCESS,FALSE,0.1,Android,92687,91179
TXN0349,2025-11-16 05:38:43,C10042,221242786801,Rufisque,App,BANK_TRANSFER,100000,0.005,500,FALSE,,M0000,None,,LEVEL_2,SUCCESS,FALSE,0.24,Android,382512,282012
TXN0581,2025-11-16 06:10:18,C10106,221603859770,Pikine,Agent,P2P,20000,0.01,200,FALSE,,M0000,None,A5972,LEVEL_2,SUCCESS,FALSE,0.15,Android,31004,10804
TXN0359,2025-11-16 06:54:06,C10068,221467065627,Thiès,Web,BILL_PAY,15000,0.0,0,TRUE,ZEROFEES,M4542,Electronics,,LEVEL_2,PENDING,FALSE,0.2,Web,133837,133837
TXN0034,2025-11-16 07:10:47,C10184,221229270653,Kaolack,Agent,P2P,15000,0.015,225,FALSE,,M0000,None,A6854,LEVEL_3,SUCCESS,FALSE,0.04,Android,174088,158863
TXN0439,2025-11-16 07:32:06,C10166,221529751613,Saint-Louis,App,P2P,15000,0.005,75,FALSE,,M0000,None,,LEVEL_2,SUCCESS,FALSE,0.0,Android,130970,115895
TXN0694,2025-11-16 08:39:10,C10078,221716572628,Thiès,USSD,AIRTIME,2000,0.0,0,TRUE,ZEROFEES,M0000,None,,LEVEL_2,SUCCESS,FALSE,0.17,iOS,94251,92251
TXN0066,2025-11-16 10:03:17,C10138,221064317139,Saint-Louis,App,CASH_OUT,10000,0.01,100,FALSE,,M0000,None,A3910,LEVEL_2,FAILED,FALSE,0.23,iOS,2997,2997
TXN0572,2025-11-16 10:19:15,C10169,221523124329,Guédiawaye,App,CASH_OUT,30000,0.015,450,FALSE,,M0000,None,A9973,LEVEL_1,FAILED,FALSE,0.25,FeaturePhone,24514,24514
TXN0759,2025-11-16 13:49:11,C10215,221132370589,Mbour,App,MERCHANT_PAY,12000,0.005,60,FALSE,,M9060,Pharmacy,,LEVEL_1,FAILED,FALSE,0.05,Android,223998,223998
TXN0226,2025-11-16 15:27:50,C10128,221709521456,Pikine,USSD,CASH_IN,5000,0.0,0,TRUE,ZEROFEES,M0000,None,A1760,LEVEL_3,SUCCESS,FALSE,0.21,iOS,100551,105551
TXN0818,2025-11-16 18:46:14,C10197,221518888806,Kaolack,USSD,CASH_IN,50000,0.0,0,FALSE,,M0000,None,A5951,LEVEL_1,SUCCESS,FALSE,0.19,FeaturePhone,210949,260949
TXN0553,2025-11-16 18:56:49,C10006,221816184959,Mbour,App,CASH_IN,100000,0.0,0,FALSE,,M0000,None,A8649,LEVEL_2,SUCCESS,FALSE,0.21,Android,66584,166584
TXN0398,2025-11-16 21:21:23,C10235,221216558523,Ziguinchor,USSD,AIRTIME,500,0.005,2,FALSE,,M0000,None,,LEVEL_2,SUCCESS,FALSE,0.23,Android,127525,127023
TXN0637,2025-11-16 22:25:58,C10248,221665240415,Kaolack,App,MERCHANT_PAY,5000,0.0,0,FALSE,,M9478,Transport,,LEVEL_1,SUCCESS,FALSE,0.19,Android,245508,240508
TXN0167,2025-11-16 23:03:03,C10048,221036541458,Rufisque,USSD,P2P,50000,0.005,250,FALSE,,M0000,None,,LEVEL_1,FAILED,FALSE,0.19,iOS,311275,311275
TXN0906,2025-11-16 23:38:24,C10188,221818141247,Rufisque,App,CASH_OUT,15000,0.005,75,FALSE,,M0000,None,A8110,LEVEL_2,SUCCESS,FALSE,0.12,Android,62841,47766
TXN0513,2025-11-17 00:00:40,C10044,221204505331,Dakar,USSD,P2P,3000,0.005,15,FALSE,,M0000,None,,LEVEL_1,SUCCESS,FALSE,0.1,iOS,226357,223342
